of_case,of_time,of_time_s,n_solid_cells,solid_T_min_K,solid_T_max_K,node_T_min_K,node_T_max_K,coordinate_translation_x_m,coordinate_translation_y_m,coordinate_translation_z_m,reference_temperature_K,top_face_mean_Uz_mm,top_face_max_Uz_mm,top_face_mean_Ux_mm,top_face_ux_spread_mm,max_displacement_magnitude_mm
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,485,485.0,128,293.17312,293.40337,293.180374154996,293.3870797466827,-0.4,-0.4,0.0,293.15,0.000524867743113393,0.0008835404428781093,-0.0006900564912896294,0.00018675435822178995,0.0010822293199433844
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,490,490.0,128,293.17382,293.39962,293.1810765361279,293.3839602844705,-0.4,-0.4,0.0,293.15,0.0005246154553140464,0.000877224562288589,-0.0006788120664503566,0.00018813665563598297,0.0010702506986141039
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,495,495.0,128,293.17452,293.396,293.1817767093696,293.3809339421977,-0.4,-0.4,0.0,293.15,0.0005243588258235633,0.0008710135494805473,-0.0006677644494313536,0.0001894882725853786,0.001058517505326235
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,500,500.0,128,293.17523,293.3925,293.18247502120465,293.3780000082436,-0.4,-0.4,0.0,293.15,0.0005241055540163245,0.0008649091394817723,-0.000656897419875168,0.00019079982414318958,0.001047022683554572
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,505,505.0,128,293.17594,293.38913,293.1831731597981,293.37515434028387,-0.4,-0.4,0.0,293.15,0.0005238526104338706,0.0008589128022595188,-0.0006462143908436065,0.00019208202725808275,0.001035769985546867
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,510,510.0,128,293.17665,293.38586,293.18387129839147,293.37238951134594,-0.4,-0.4,0.0,293.15,0.0005236022539125075,0.0008530140278103772,-0.0006357065352801619,0.00019334144904989376,0.0010247406160426617
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,515,515.0,128,293.17736,293.3827,293.18456536768815,293.3697039521333,-0.4,-0.4,0.0,293.15,0.0005233508331149923,0.0008472249826543863,-0.0006253987538062857,0.00019456355078217809,0.0010139611282364137
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,520,520.0,128,293.17808,293.37964,293.1852653676882,293.3670952356733,-0.4,-0.4,0.0,293.15,0.0005231021731649728,0.0008415248346997915,-0.0006152248607785626,0.00019575454108174242,0.0010033760291143937
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,525,525.0,128,293.17879,293.37668,293.1859574023365,293.36456078893843,-0.4,-0.4,0.0,293.15,0.0005228516821006318,0.0008359255526636597,-0.0006052476206268999,0.00019691951157535328,0.0009930279170973387
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,530,530.0,128,293.1795,293.3738,293.18664333303985,293.362094900308,-0.4,-0.4,0.0,293.15,0.0005226044262806975,0.0008304193199071008,-0.000595428823267803,0.00019805831834396223,0.0009828895598784702
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,535,535.0,128,293.18022,293.37102,293.1873312983915,293.35969842745766,-0.4,-0.4,0.0,293.15,0.0005223573613970147,0.0008250120655718968,-0.0005857868154578543,0.00019917469945086166,0.0009729714392144392
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,540,540.0,128,293.18093,293.36832,293.1880172290948,293.3573630857391,-0.4,-0.4,0.0,293.15,0.000522109825614386,0.0008196835308584257,-0.000576277834921114,0.00020026498517612394,0.0009632347102474483
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,545,545.0,128,293.18164,293.36571,293.188697055853,293.35509223282816,-0.4,-0.4,0.0,293.15,0.0005218601768860697,0.000814449366574148,-0.00056694639228659,0.00020132165276466493,0.0009537176253043575
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,550,550.0,128,293.18235,293.36316,293.1893768826113,293.35288508407655,-0.4,-0.4,0.0,293.15,0.0005216185659501745,0.000809307318273069,-0.0005577664460579428,0.00020235672026063127,0.000944400857852904
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,555,555.0,128,293.18306,293.3607,293.190048744018,293.3507324241325,-0.4,-0.4,0.0,293.15,0.0005213762867909813,0.0008042540204785134,-0.0005487356332342509,0.00020337181818206538,0.0009352749734508545
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,560,560.0,128,293.18377,293.3583,293.19072043218284,293.3486360413753,-0.4,-0.4,0.0,293.15,0.0005211301818529816,0.0007992960930085855,-0.0005398370259371924,0.00020435644236236253,0.0009263245716867352
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,565,565.0,128,293.18448,293.35597,293.1913902589411,293.34659265115647,-0.4,-0.4,0.0,293.15,0.0005208940192679266,0.0007944344898519389,-0.0005311108103248877,0.0002053284450411871,0.0009175863540137694
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,570,570.0,128,293.18518,293.35371,293.19204991245766,293.34460210742117,-0.4,-0.4,0.0,293.15,0.0005206529765640654,0.0007896522080941963,-0.0005225378123199218,0.00020627273374360542,0.0009090373707980308
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,575,575.0,128,293.18588,293.35151,293.19270566991923,293.3426612715759,-0.4,-0.4,0.0,293.15,0.0005204092830201257,0.0007849330943545643,-0.0005140866042147113,0.00020719171337760115,0.0009006464382107745
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,580,580.0,128,293.18658,293.34937,293.1933653234357,293.34076842826903,-0.4,-0.4,0.0,293.15,0.000520170016002895,0.0007802948489477032,-0.0005057725481508891,0.00020808738613705321,0.0008924358595798499
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,585,585.0,128,293.18727,293.34728,293.19401090765564,293.33892029285226,-0.4,-0.4,0.0,293.15,0.0005199325726503931,0.0007757367955930464,-0.0004976078717589486,0.00020896843519275482,0.0008844084749731736
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,590,590.0,128,293.18796,293.34525,293.19465852652377,293.33712014997394,-0.4,-0.4,0.0,293.15,0.000519697466161885,0.0007712520187356624,-0.000489579217869805,0.00020983533508864993,0.0008765505428088031
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,595,595.0,128,293.18865,293.34328,293.195296145392,293.3353655726615,-0.4,-0.4,0.0,293.15,0.0005194618014525802,0.0007668348006690804,-0.0004816693523034971,0.000210678669821208,0.0008688498549114675
/mnt/d/work/002_cae/openfoam/20260505_datadoka/sample/101_0_openfoam_cht_radiation_box,600,600.0,128,293.18933,293.34136,293.19593172961186,293.3336507032391,-0.4,-0.4,0.0,293.15,0.000519225402085286,0.0007624923300150542,-0.00047389480620723486,0.00021149532504809913,0.0008613182818492393
